Label1,Number,Label2,Economy,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
GDP_16_RUS,16,GDP,16_RUS,"1,879,583,249","1,919,053,855","1,974,523,588","2,037,704,922","2,066,230,752","2,088,957,820","2,176,693,970","2,204,991,485","2,238,062,365","2,301,884,485","3,224,936,158","3,062,175,582","2,617,208,589","2,390,334,807","2,089,875,555","2,003,280,967","1,931,162,853","1,958,199,133","1,854,414,579","1,973,097,112","2,170,406,823","2,280,923,596","2,389,123,082","2,563,430,022","2,747,380,458","2,922,558,574","3,160,847,399","3,430,628,260","3,610,666,037","3,328,279,998","3,478,176,597","3,661,994,244","3,795,873,150","3,863,642,942","3,892,179,838","3,782,099,620","3,773,593,262","3,831,919,060","3,970,161,309","4,100,894,051","4,227,123,346","4,351,665,391","4,476,521,508","4,602,990,138","4,731,838,474","4,863,433,859","4,997,824,368","5,134,736,241","5,273,529,221","5,413,199,016","5,552,444,156","5,689,705,503","5,823,179,932","5,950,780,590","6,070,005,041","6,179,099,594","6,276,531,456","6,361,060,976","6,431,949,607","6,489,104,044","6,533,191,263","6,565,698,697","6,588,875,855","6,605,650,713","6,619,515,313","6,634,323,157","6,654,065,263","6,682,588,232","6,723,388,366","6,779,441,533","6,853,000,162"
GDP_17_SIN,17,GDP,17_SIN,"43,565,294","46,898,900","49,221,693","54,074,169","59,172,628","60,069,938","62,218,589","69,256,066","76,532,623","83,719,016","110,272,033","117,646,008","125,984,288","140,519,583","155,871,988","166,826,743","179,392,023","194,265,627","189,942,770","201,520,171","219,450,517","217,360,712","226,515,264","236,561,959","259,151,676","278,559,953","303,240,911","330,870,789","336,785,502","334,753,377","385,771,054","410,270,113","427,022,663","448,848,164","466,280,921","476,730,547","488,157,880","505,822,080","527,087,518","548,996,855","570,767,354","592,633,177","614,391,089","636,166,049","658,110,871","680,301,410","702,718,125","725,193,852","747,750,054","770,432,582","793,250,941","815,107,528","837,079,274","859,222,549","881,486,976","903,975,793","927,446,501","951,280,436","975,362,265","999,646,305","1,024,097,294","1,048,308,222","1,072,518,765","1,096,849,594","1,121,332,634","1,146,133,994","1,171,355,261","1,197,216,295","1,223,451,954","1,249,956,195","1,276,627,451"
GDP_18_CT,18,GDP,18_CT,"161,122,167","171,450,361","178,250,178","192,676,295","210,789,245","219,083,036","242,713,233","268,880,953","283,951,552","312,728,952","371,750,375","399,425,851","429,483,927","455,960,019","488,064,703","516,012,759","541,876,151","571,729,306","593,032,529","628,666,964","662,000,043","650,059,607","685,988,330","712,263,136","759,246,130","799,043,410","842,725,935","896,011,412","886,001,896","881,882,613","971,617,961","997,904,591","1,016,230,750","1,040,150,331","1,083,811,934","1,103,089,000","1,118,806,117","1,144,778,022","1,174,226,278","1,204,332,586","1,235,324,727","1,265,025,797","1,295,170,881","1,322,525,180","1,349,552,027","1,376,402,957","1,400,846,239","1,425,027,439","1,446,775,432","1,467,079,314","1,485,206,001","1,502,267,630","1,520,444,892","1,535,637,137","1,549,083,343","1,560,158,588","1,570,966,686","1,582,813,217","1,591,959,037","1,599,821,357","1,606,341,777","1,611,318,640","1,616,037,674","1,619,098,482","1,621,472,722","1,622,919,032","1,624,577,160","1,625,374,831","1,625,967,558","1,626,451,438","1,625,961,729"
GDP_19_THA,19,GDP,19_THA,"126,156,764","133,677,480","140,922,646","148,898,835","157,578,837","165,016,085","174,259,678","190,962,300","216,460,950","242,983,592","396,505,938","430,439,948","465,234,079","503,620,744","543,894,815","588,060,498","621,299,877","604,191,822","558,069,428","583,586,027","609,588,730","630,584,452","669,358,332","717,480,711","762,605,143","794,541,787","834,013,962","879,343,393","894,517,940","888,339,206","955,085,378","963,107,708","1,032,863,544","1,060,620,512","1,071,061,409","1,103,409,327","1,139,630,759","1,184,110,263","1,226,986,583","1,271,764,010","1,318,616,112","1,368,016,320","1,419,641,224","1,473,635,212","1,529,900,194","1,588,612,084","1,649,893,673","1,713,549,542","1,779,582,944","1,847,832,012","1,918,306,719","1,991,210,797","2,066,292,733","2,143,526,174","2,222,858,561","2,304,296,700","2,388,871,342","2,475,636,146","2,564,705,606","2,655,836,453","2,749,159,425","2,844,307,969","2,941,518,354","3,041,043,141","3,142,837,947","3,246,862,848","3,353,241,131","3,462,032,920","3,573,490,528","3,687,566,327","3,804,488,729"
GDP_20_USA,20,GDP,20_USA,"6,997,861,906","7,173,945,105","7,031,989,622","7,352,585,554","7,889,088,776","8,220,310,084","8,506,837,494","8,784,795,509","9,152,991,387","9,483,806,486","9,748,318,567","9,741,096,571","10,087,431,143","10,364,417,549","10,782,895,773","11,076,080,098","11,496,514,943","12,012,366,615","12,546,906,234","13,134,753,835","13,672,251,138","13,805,689,826","14,052,277,074","14,446,693,008","14,993,607,656","15,495,176,228","15,908,374,599","16,191,316,215","16,144,098,863","15,696,014,624","16,093,425,254","16,351,154,165","16,714,808,879","16,995,171,638","17,431,810,499","17,930,636,927","18,196,956,946","18,610,635,383","19,124,824,557","19,629,753,518","20,133,209,032","20,639,388,992","21,150,427,784","21,667,511,159","22,191,525,582","22,723,298,420","23,263,858,108","23,814,335,904","24,375,097,729","24,942,329,790","25,510,844,731","26,080,027,713","26,649,525,333","27,218,948,086","27,787,665,911","28,355,032,678","28,920,562,213","29,484,044,064","30,045,410,866","30,604,507,656","31,161,256,121","31,715,955,028","32,269,294,086","32,821,922,065","33,374,286,046","33,926,657,203","34,479,353,203","35,032,786,923","35,587,155,727","36,142,430,310","36,698,375,432"
GDP_21_VN,21,GDP,21_VN,"40,940,308","43,313,748","46,843,380","50,166,230","55,573,162","57,828,271","59,369,592","61,305,758","64,257,184","68,814,062","104,421,340","110,645,733","120,212,216","129,916,624","141,399,930","154,890,162","169,356,931","183,163,050","193,721,403","202,968,862","216,745,001","230,167,788","244,716,281","261,599,413","281,314,619","302,546,130","323,657,662","346,732,850","366,364,071","386,140,028","410,942,722","436,586,792","459,496,104","484,409,445","513,394,833","547,685,956","581,701,700","621,328,648","652,687,294","685,763,561","720,781,018","757,623,258","796,574,601","837,478,655","880,373,555","925,207,392","972,626,941","1,022,181,442","1,073,836,905","1,127,696,005","1,183,770,150","1,242,320,367","1,303,166,447","1,366,292,796","1,431,658,590","1,499,128,156","1,568,950,797","1,641,056,954","1,715,334,213","1,791,710,292","1,870,062,523","1,949,720,410","2,031,345,505","2,114,859,365","2,199,947,176","2,286,707,814","2,374,391,455","2,463,571,507","2,554,307,334","2,646,882,824","2,741,544,993"
POP_01_AUS,1,POP,01_AUS,14709.91795,14901.60989,15109.659,15332.78995,15567.92694,15812.08797,16066.49597,16330.36903,16596.09589,16853.69,17042,17272,17486,17688,17883,18077,18272,18468,18665,18864,19066,19269,19475,19697,19949,20239,20573,20947,21343,21739,22120,22480,22822,23151,23474,23800,24125,24451,24772,25089,25398,25700,25996,26287,26573,26857,27139,27418,27693,27966,28234,28500,28760,29018,29273,29527,29777,30026,30273,30520,30764,31009,31253,31496,31739,31982,32225,32468,32710,32950,33187
POP_02_BD,2,POP,02_BD,189.2999994,195.3939996,201.3010008,207.122001,213.0020008,219.0499986,225.2880006,231.7000003,238.3049998,245.1119995,258,266,274,281,290,297,304,312,319,326,333,340,347,353,360,365,371,374,379,384,389,394,399,405,411,417,423,429,434,439,445,450,455,459,464,469,473,478,482,486,490,494,497,500,504,507,509,513,515,518,520,522,524,526,528,530,532,533,535,535,537
POP_03_CDA,3,POP,03_CDA,24516.27693,24769.84912,25016.04703,25266.95015,25538.86011,25842.58786,26183.1059,26554.54008,26943.39792,27330.29813,27692,28045,28385,28711,29027,29330,29622,29903,30178,30454,30736,31025,31321,31628,31950,32288,32646,33020,33405,33790,34168,34539,34901,35256,35605,35949,36290,36624,36954,37280,37604,37924,38242,38556,38868,39173,39473,39769,40059,40342,40618,40886,41147,41401,41647,41888,42123,42351,42574,42792,43005,43213,43417,43619,43816,44011,44204,44395,44583,44768,44949
POP_04_CHL,4,POP,04_CHL,11178.81699,11348.44199,11527.27403,11714.44195,11908.18892,12107.22507,12310.6659,12518.92993,12733.40897,12956.08796,13242,13457,13671,13883,14091,14297,14498,14695,14887,15077,15263,15445,15623,15800,15974,16147,16319,16491,16661,16829,16993,17153,17310,17463,17614,17763,17910,18055,18197,18336,18472,18605,18734,18859,18980,19099,19214,19327,19435,19538,19638,19731,19820,19903,19983,20059,20131,20199,20263,20322,20378,20431,20479,20523,20562,20598,20630,20657,20682,20702,20718
POP_05_PRC,5,POP,05_PRC,983170.6473,996667.5659,1010574.802,1025090.473,1040397.96,1056579,1073792,1091905,1110339,1128298,1172446,1189184,1204004,1217129,1228992,1239940,1249981,1259067,1267442,1275407,1283199,1290938,1298647,1306344,1314007,1321623,1329209,1336800,1344415,1352068,1359755,1367480,1375199,1382793,1390110,1397029,1403500,1409517,1415046,1420062,1424548,1428480,1431850,1434676,1436995,1438836,1440205,1441106,1441556,1441574,1441182,1440391,1439216,1437667,1435761,1433509,1430923,1428013,1424792,1421275,1417473,1413397,1409052,1404434,1399538,1394361,1388910,1383192,1377210,1370963,1364456
POP_06_HKC,6,POP,06_HKC,5053.553994,5151.919976,5228.669972,5291.060001,5350.313004,5415,5487,5564,5644,5722,5782,5854,5920,5984,6055,6140,6242,6357,6473,6579,6663,6722,6759,6782,6803,6828,6861,6898,6940,6983,7025,7065,7106,7149,7194,7246,7303,7365,7429,7491,7548,7598,7643,7685,7726,7768,7814,7859,7905,7948,7987,8023,8053,8080,8105,8127,8146,8162,8176,8188,8199,8209,8216,8223,8228,8233,8238,8243,8247,8250,8253
POP_07_INA,7,POP,07_INA,150820.0437,154275.4295,157758.4406,161245.6824,164706.9182,168119,171472,174767,178007,181198,181437,184616,187766,190880,193945,196958,199914,202827,205715,208612,211540,214506,217508,220546,223615,226713,229838,232990,236159,239340,242524,245707,248883,252033,255131,258162,261115,263991,266795,269537,272223,274854,277425,279934,282376,284751,287056,289292,291460,293560,295595,297565,299468,301302,303066,304758,306378,307924,309399,310802,312134,313396,314588,315709,316757,317732,318635,319465,320226,320920,321550
POP_08_JPN,8,POP,08_JPN,115914.6875,116823.958,117711.1456,118554.1899,119320.9002,119990.5473,120553.2598,121023.5787,121434.6771,121832.9248,124516,124940,125341,125717,126063,126376,126654,126902,127128,127336,127534,127723,127902,128068,128213,128335,128433,128506,128551,128566,128552,128506,128426,128313,128162,127975,127749,127484,127185,126855,126495,126109,125697,125259,124796,124310,123801,123272,122724,122161,121580,120988,120382,119766,119138,118500,117852,117198,116539,115876,115213,114548,113886,113226,112571,111924,111282,110650,110024,109406,108794
POP_09_ROK,9,POP,09_ROK,37459.53029,38054.6035,38674.21645,39303.57883,39920.98084,"40,510","41,067","41,594","42,090","42,552","42,923","43,378","43,853","44,341","44,826","45,298","45,757","46,202","46,627","47,023","47,387","47,713","48,004","48,265","48,498","48,709","48,895","49,062","49,219","49,379","49,552","49,745","49,953","50,169","50,386","50,594",50791,50982,51164,51339,51507,51667,51817,51959,52093,52219,52338,52447,52546,52631,52702,52757,52798,52821,52823,52806,52767,52706,52626,52527,52410,52276,52125,51959,51779,51586,51381,51165,50938,50702,50457
POP_10_MAS,10,POP,10_MAS,13832.58601,14178.73903,14542.15595,14925.54502,15331.93704,15762.8561,16220.16888,16701.74514,17200.06698,17704.83901,18038,18530,19013,19495,19987,20496,21023,21566,22114,22656,23186,23699,24199,24688,25174,25660,26144,26626,27111,27605,28112,28635,29171,29706,30228,30723,"31,187","31,624","32,043","32,455","32,869","33,289","33,711","34,131","34,545","34,950","35,344","35,728","36,102","36,464","36,815","37,153","37,478","37,791","38,091","38,381","38,659","38,925","39,181","39,429","39,668",39900,40124,40341,40554,40761,40964,41162,41356,41545,41729
POP_11_MEX,11,POP,11_MEX,68776.41098,70318.38611,71788.76566,73223.33606,74673.29568,76175.15401,77741.11031,79358.77985,81010.09311,82666.45633,85358,87071,88828,90601,92349,94045,95687,97282,98822,100300,101720,103067,104356,105640,106996,108473,110092,111836,113662,115505,117319,119090,120829,122536,124222,125891,127541,129163,130760,132328,133870,135384,136869,138322,139745,141132,142484,143801,145083,146329,147540,148716,149856,150959,152028,153061,154058,155018,155944,156835,157690,158510,159295,160045,160758,161436,162078,162682,163251,163783,164279
POP_12_NZ,12,POP,12_NZ,3147.183006,3165.40699,3189.132998,3216.317997,3243.586008,3268.708998,3290.651018,3310.921989,3332.798016,3360.829058,3399,3446,3504,3565,3623,3675,3717,3752,3784,3819,3859,3908,3964,4022,4081,4136,4186,4233,4278,4324,4370,4418,4467,4518,4567,4615,4661,4706,4749,4792,4834,4875,4916,4956,4994,5033,5070,5107,5144,5178,5213,5246,5279,5310,5340,5370,5398,5425,5451,5477,5502,5526,5549,5572,5593,5614,5635,5656,5675,5694,5711
POP_13_PNG,13,POP,13_PNG,3215.339016,3304.032988,3395.632986,3489.226992,3583.521024,3677.658003,3771.385016,3865.230022,3960.086998,4057.227974,4313,4423,4535,4651,4771,4894,5022,5155,5291,5431,5572,5717,5862,6011,6162,6315,6470,6628,6787,6947,7108,7269,7431,7593,7756,7920,8085,8251,8418,8587,8756,8926,9097,9268,9442,9614,9788,9962,10137,10312,10487,10662,10837,11012,11187,11362,11536,11709,11881,12053,12224,12394,12564,12732,12899,13064,13228,13391,13553,13713,13871
POP_14_PE,14,POP,14_PE,17286.83222,17720.01695,18152.3439,18585.14802,19020.61578,19460.11105,19903.83303,20350.45681,20797.9829,21243.70007,21827,22283,22737,23184,23619,24039,24441,24828,25200,25561,25915,26262,26601,26938,27273,27610,27950,28293,28642,29001,29374,29760,30159,30566,30973,31377,31774,32165,32552,32933,33312,33686,34055,34419,34778,35130,35478,35821,36156,36485,36807,37120,37426,37725,38015,38299,38575,38844,39106,39359,39607,39845,40076,40299,40514,40720,40917,41106,41286,41458,41621
POP_15_RP,15,POP,15_RP,47063.92374,48399.11388,49767.25917,51166.96303,52596.29103,54053,55537,57047,58572,60102,61948,63508,65075,66650,68236,69836,71446,73065,74694,76335,77991,79666,81352,83032,84679,86275,87809,89293,90752,92221,93727,95278,96866,98481,100102,101716,103320,104918,106512,108106,109703,111303,112902,114497,116086,117665,119232,120789,122332,123860,125372,126868,128346,129807,131247,132667,134067,135445,136801,138135,139448,140737,142004,143248,144468,145665,146837,147986,149111,150213,151293
POP_16_RUS,16,POP,16_RUS,138655.3636,139619.4911,140598.3348,141593.8737,142609.8012,143642,144696,145749,146741,147591,147564,148035,148318,148431,148412,148289,148074,147769,147381,146920,146396,145815,145195,144585,144045,143618,143323,143150,143083,143093,143154,143264,143421,143598,143761,143888,143965,143989,143965,143895,143787,143636,143442,143204,142925,142607,142254,141866,141448,141006,140544,140063,139569,139068,138569,138077,137595,137127,136676,136244,135837,135453,135094,134755,134434,134128,133833,133550,133274,133002,132730
POP_17_SIN,17,POP,17_SIN,2414.562999,2463.26901,2520.493017,2583.219,2646.958994,2709,2767,2823,2880,2944,3013,3097,3189,3288,3385,3479,3566,3650,3732,3819,3914,4019,4131,4249,4370,4491,4612,4732,4851,4966,5074,5176,5271,5361,5448,5535,5623,5709,5792,5868,5935,5991,6040,6081,6119,6157,6196,6234,6273,6308,6342,6374,6403,6431,6456,6480,6501,6520,6536,6551,6563,6573,6581,6587,6590,6592,6592,6591,6587,6581,6575
POP_18_CT,18,POP,18_CT,17866.008,18193.955,18515.754,18790.538,19069.194,19313.825,19509.082,19725.01,19954.397,20156.587,20311,20518,20717,20903,21074,21229,21364,21484,21596,21711,21840,21985,22143,22307,22462,22603,22726,22833,22929,23017,23102,23185,23264,23340,23414,23486,23557,23626,23694,23758,23817,23873,23923,23968,24009,24045,24077,24103,24125,24141,24151,24155,24153,24144,24127,24100,24065,24020,23965,23902,23831,23750,23662,23567,23466,23360,23249,23134,23016,22895,22771
POP_19_THA,19,POP,19_THA,47482.64345,48460.28889,49422.51917,50379.78783,51346.20399,52328.6628,53339.76184,54368.58301,55370.52589,56284.97296,56583,57258,57838,58365,58901,59491,60152,60863,61598,62307,62958,63543,64073,64555,65002,65425,65824,66196,66546,66881,67209,67530,67844,68143,68417,68657,68864,69038,69184,69306,69411,69498,69568,69620,69660,69685,69699,69701,69690,69665,69626,69572,69504,69419,69318,69200,69063,68908,68737,68546,68339,68113,67872,67613,67337,67046,66739,66417,66081,65733,65372
POP_20_USA,20,POP,20_USA,229825.0045,232035.0854,234261.2394,236510.688,238794.2754,"241,120","243,496","245,921","248,382","250,858","252,530","254,975","257,455","260,020","262,741","265,659","268,803","272,137","275,543","278,862","281,982","284,852","287,507","290,027","292,539","295,130","297,827","300,595","303,374","306,076","308,642","311,052","313,336","315,536","317,719","319,929",322179,324459,326767,329093,331432,333784,336150,338524,340895,343256,345602,347930,350230,352494,354712,356880,358997,361061,363074,365034,366942,368797,370602,372358,374069,375735,377360,378950,380515,382059,383588,385103,386607,388103,389592
POP_21_VN,21,POP,21_VN,54023.15223,55109.17636,56317.46103,57616.92577,58959.04494,60307.30534,61647.64197,62986.9146,64333.35674,65702.50003,68210,69670,71130,72561,73925,75199,76373,77454,78453,79391,80285,81140,81956,82748,83528,84309,85095,85889,86707,87565,88472,89437,90452,91497,92545,93572,94569,95540,96491,97429,98360,99284,100195,101084,101943,102764,103543,104284,104986,105652,106284,106881,107445,107981,108494,108989,109466,109928,110375,110808,111229,111638,112037,112421,112791,113145,113481,113800,114099,114376,114630
ITM_01_AUS,1,ITM,01_AUS,"6,271,000","6,683,000","5,850,000","4,811,000","6,054,000","5,740,000","5,925,000","5,441,000","6,419,000","6,831,000","5,511,000","5,294,000","5,120,000","5,757,000","6,326,000","6,256,000","6,400,000","6,500,000","6,600,000","6,600,000","6,100,000","6,000,000","6,800,000","7,000,000","7,500,000","7,400,000","7,420,000","8,126,000","8,224,000","5,916,000","7,716,000","6,672,000","7,152,000","6,376,000","7,142,000","6,968,000","6,478,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_02_BD,2,ITM,02_BD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_03_CDA,3,ITM,03_CDA,"13,306,000","14,118,000","9,418,000","10,771,000","13,089,000","13,185,000","12,539,000","13,395,000","15,244,000","13,985,000","11,222,000","10,688,000","11,160,000","12,714,000","15,324,000","15,047,000","15,300,000","17,700,000","18,200,000","18,200,000","19,800,000","16,900,000","17,671,000","17,233,000","19,314,000","18,014,000","20,130,000","18,248,000","16,799,000","10,591,000","15,656,000","15,746,000","17,305,000","16,445,000","17,527,000","14,827,000","16,717,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_04_CHL,4,ITM,04_CHL,"809,000","724,000","334,000","462,000","628,000","570,000","632,000","818,000","1,026,000","1,008,000","930,000","1,131,000","1,440,000","1,607,000","1,549,000","1,683,000","2,159,000","2,321,000","2,214,000","1,737,000","1,977,000","2,278,000","2,270,000","2,290,000","2,690,000","2,840,000","2,770,000","2,765,000","3,005,000","1,960,000","2,738,000","3,148,000","3,457,000","3,105,000","3,031,000","3,215,000","3,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_05_PRC,5,ITM,05_PRC,"43,111,000","39,422,000","41,152,000","50,389,000","56,067,000","71,528,000","75,716,000","69,723,000","69,177,000","70,318,000","68,634,000","70,863,000","85,856,000","129,420,000","118,515,000","99,944,000","111,934,000","114,721,000","122,939,000","136,181,000","138,086,000","170,648,000","205,720,000","258,570,000","296,580,000","350,170,000","393,400,000","435,860,000","465,480,000","574,420,000","612,063,000","667,941,000","687,609,000","772,340,000","739,980,000","700,351,000","708,637,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_06_HKC,6,ITM,06_HKC,"1,990,000","2,050,000","2,154,000","1,903,000","2,485,000","2,873,000","2,388,000","1,737,000","2,861,000","1,897,000","2,026,000","2,301,000","2,233,000","4,091,000","4,474,000","3,404,000","4,563,000","5,116,000","4,961,000","5,037,000","5,223,000","5,057,000","4,966,000","4,851,000","5,163,000","4,204,000","2,625,000","2,707,000","1,985,000","1,703,000","1,929,000","1,886,000","1,991,000","2,436,000","2,727,000","3,773,000","3,231,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_07_INA,7,ITM,07_INA,"2,837,000","3,013,000","2,846,000","2,676,000","1,810,000","2,181,000","2,838,000","2,576,000","2,690,000","3,085,000","4,690,000","4,479,000","4,452,000","5,833,000","5,281,000","7,262,000","7,675,000","7,486,000","3,626,000","3,546,000","5,287,000","5,457,000","5,248,000","5,063,000","6,175,000","7,814,000","7,494,000","8,694,000","10,587,000","8,908,000","10,744,000","13,148,000","15,006,000","15,237,000","15,483,000","13,656,000","15,214,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_08_JPN,8,ITM,08_JPN,"79,007,000","71,136,000","69,504,000","65,614,000","74,367,000","73,377,000","69,941,000","75,751,000","86,871,000","93,278,000","99,032,000","99,151,000","84,040,000","80,589,000","79,333,000","84,340,000","84,400,000","85,500,000","72,500,000","71,000,000","79,600,000","75,200,000","73,600,000","76,400,000","80,500,000","82,900,000","83,300,000","85,900,000","83,200,000","56,000,000","67,400,000","69,600,000","68,800,000","70,800,000","72,900,000","67,800,000","67,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_09_ROK,9,ITM,09_ROK,"6,100,000","7,480,000","7,630,000","8,620,000","10,120,000","10,910,000","11,600,000","15,048,000","15,825,000","18,267,000","21,478,000","26,068,000","23,238,000","26,710,000","32,188,000","37,306,000","39,400,000","39,900,000","25,800,000","35,200,000","40,000,000","39,700,000","45,400,000","47,500,000","49,100,000","49,000,000","52,210,000","57,404,000","61,011,000","47,303,000","54,573,000","58,741,000","56,322,000","53,919,000","57,834,000","58,125,000","59,520,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_10_MAS,10,ITM,10_MAS,"1,751,000","1,738,000","2,379,000","2,673,000","2,408,000","2,305,000","2,146,000","1,668,000","1,847,000","2,377,000","2,938,000","4,137,000","4,532,000","5,592,000","5,302,000","8,313,000","8,705,000","8,848,000","4,471,000","6,158,000","6,761,000","8,024,000","7,640,000","6,693,000","7,709,000","7,263,000","7,883,000","8,947,000","9,873,000","7,727,000","9,668,000","9,578,000","10,374,000","11,685,000","11,720,000","11,629,000","11,925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_11_MEX,11,ITM,11_MEX,"10,316,000","11,309,000","8,182,000","6,235,000","7,261,000","7,564,000","6,694,000","6,429,000","6,871,000","7,285,000","8,257,000","9,072,000","9,431,000","8,745,000","11,101,000","8,423,000","11,924,000","14,438,000","16,832,000","17,623,000","19,800,000","18,790,000","19,673,000","20,608,000","22,298,000","22,434,000","25,480,000","25,111,000","23,984,000","17,098,000","20,648,000","23,140,000","23,714,000","22,904,000","26,073,000","27,707,000","28,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_12_NZ,12,ITM,12_NZ,"612,000","732,000","794,000","751,000","794,000","680,000","607,000","864,000","671,000","686,000","680,000","538,000","619,000","726,000","844,000","908,000","916,000","780,000","740,000","830,000","960,000","1,000,000","1,100,000","1,100,000","1,200,000","1,200,000","1,200,000","1,230,000","1,190,000","740,000","971,000","931,000","974,000","1,016,000","1,140,000","1,067,000","999,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_13_PNG,13,ITM,13_PNG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_14_PE,14,ITM,14_PE,"615,000","764,000","451,000","339,000","471,000","533,000","550,000","581,000","567,000","452,000","425,000","552,000","508,000","634,000","815,000","1,152,000","856,000","1,160,000","1,436,000","929,000","1,098,000","1,023,000","1,310,000","1,200,000","1,090,000","1,265,000","1,670,000","1,805,000","2,514,000","1,854,000","2,832,000","2,833,000","3,130,000","3,235,000","3,392,000","4,084,000","3,820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_15_RP,15,ITM,15_RP,"953,000","957,000","1,442,000","1,557,000","912,000","1,001,000","1,237,000","1,624,000","2,112,000","2,435,000","2,316,000","2,076,000","2,666,000","3,069,000","3,114,000","4,686,000","4,992,000","4,601,000","3,257,000","3,589,000","3,309,000","3,386,000","4,041,000","3,881,000","3,284,000","2,890,000","3,675,000","3,950,000","4,134,000","3,993,000","4,650,000","5,940,000","6,986,000","7,796,000","8,517,000","10,186,000","11,253,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_16_RUS,16,ITM,16_RUS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"59,057,000","39,747,000","21,037,000","21,894,000","19,600,000","18,600,000","18,400,000","21,589,000","29,412,000","31,861,000","29,260,000","32,700,000","35,200,000","36,200,000","41,520,000","46,959,000","40,896,000","28,477,000","41,444,000","47,981,000","49,488,000","49,671,000","49,423,000","44,746,000","43,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_17_SIN,17,ITM,17_SIN,"1,793,000","2,114,000","2,561,000","2,775,000","2,282,000","1,914,000","1,937,000","2,216,000","2,545,000","3,021,000","3,453,000","3,631,000","3,399,000","4,156,000","4,089,000","4,993,000","4,872,000","5,611,000","4,820,000","3,706,000","3,730,000","3,547,000","3,781,000","3,645,000","3,996,000","3,440,000","3,000,000","3,800,000","4,226,000","3,540,000","3,350,000","4,900,000","4,782,000","5,345,000","4,791,000","5,019,000","3,540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_18_CT,18,ITM,18_CT,"6,294,000","5,570,000","5,080,000","5,770,000","6,090,000","6,320,000","7,840,000","9,401,000","11,630,000","14,100,000","15,350,000","18,920,000","21,300,000","25,110,000","22,980,000","24,090,000","21,610,000","25,240,000","24,220,000","24,470,000","25,300,000","20,910,000","24,470,000","23,830,000","26,460,000","23,890,000","23,790,000","21,700,000","20,290,000","13,530,000","21,350,000","21,715,000","21,332,000","22,285,000","23,469,000","21,032,000","21,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM_19_THA,19,ITM,19_THA,"1,974,000","1,839,000","2,430,000","2,901,000","2,417,000","2,907,000","2,135,000","3,109,000","4,094,000","5,083,000","6,783,000","7,114,000","8,568,000","8,055,000","11,375,000","11,958,000","9,684,000","8,366,000","4,187,000","6,909,000","7,177,000","8,178,000","10,806,000","11,896,000","14,144,000","15,273,000","15,360,000","14,160,000","15,655,000","12,501,000","16,378,000","16,881,000","19,047,000","20,732,000","20,544,000","19,403,000","22,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
